Date Day Date2 T.Max Smx T.Min Smn Rain Srn Evap Sev Radn Ssl VP Svp RHmaxT RHminT FAO56
20040325 1546.0 25-03-2004 NULL NULL NULL NULL 0.0 NULL 3.3359375 NULL NULL NULL NULL NULL NULL NULL NULL
20040326 1547.0 26-03-2004 NULL NULL NULL NULL 0.0 NULL 3.328125 NULL NULL NULL NULL NULL NULL NULL NULL
20040327 1548.0 27-03-2004 NULL NULL NULL NULL 12.4 NULL 3.3203125 NULL NULL NULL NULL NULL NULL NULL NULL
20040328 1549.0 28-03-2004 NULL NULL NULL NULL 6.2 NULL 3.3125 NULL NULL NULL NULL NULL NULL NULL NULL
20040329 1550.0 29-03-2004 NULL NULL NULL NULL 0.0 NULL 3.3046875 NULL NULL NULL NULL NULL NULL NULL NULL
20040330 1551.0 30-03-2004 NULL NULL NULL NULL 0.4 NULL 3.296875 NULL NULL NULL NULL NULL NULL NULL NULL
20040331 1552.0 31-03-2004 NULL NULL NULL NULL 0.2 NULL 3.2890625 NULL NULL NULL NULL NULL NULL NULL NULL
20040401 1553.0 01-04-2004 NULL NULL NULL NULL 14.4 NULL 3.28125 NULL NULL NULL NULL NULL NULL NULL NULL
20040402 1554.0 02-04-2004 NULL NULL NULL NULL 1.6 NULL 3.2734375 NULL NULL NULL NULL NULL NULL NULL NULL
20040403 1555.0 03-04-2004 NULL NULL NULL NULL 0.0 NULL 3.265625 NULL NULL NULL NULL NULL NULL NULL NULL
20040404 1556.0 04-04-2004 NULL NULL NULL NULL 0.0 NULL 3.2578125 NULL NULL NULL NULL NULL NULL NULL NULL
20040405 1557.0 05-04-2004 NULL NULL NULL NULL 0.0 NULL 3.25 NULL NULL NULL NULL NULL NULL NULL NULL
20040406 1558.0 06-04-2004 NULL NULL NULL NULL 0.0 NULL 3.2421875 NULL NULL NULL NULL NULL NULL NULL NULL
20040407 1559.0 07-04-2004 NULL NULL NULL NULL 0.0 NULL 3.234375 NULL NULL NULL NULL NULL NULL NULL NULL
20040408 1560.0 08-04-2004 NULL NULL NULL NULL 1.0 NULL 3.2265625 NULL NULL NULL NULL NULL NULL NULL NULL
20040409 1561.0 09-04-2004 NULL NULL NULL NULL 1.4 NULL 3.21875 NULL NULL NULL NULL NULL NULL NULL NULL
20040410 1562.0 10-04-2004 NULL NULL NULL NULL 0.0 NULL 3.2109375 NULL NULL NULL NULL NULL NULL NULL NULL
20040411 1563.0 11-04-2004 NULL NULL NULL NULL 0.0 NULL 3.203125 NULL NULL NULL NULL NULL NULL NULL NULL
20040412 1564.0 12-04-2004 NULL NULL NULL NULL 0.0 NULL 3.1953125 NULL NULL NULL NULL NULL NULL NULL NULL
20040413 1565.0 13-04-2004 NULL NULL NULL NULL 0.0 NULL 3.1875 NULL NULL NULL NULL NULL NULL NULL NULL
20040414 1566.0 14-04-2004 NULL NULL NULL NULL 0.0 NULL 3.1796875 NULL NULL NULL NULL NULL NULL NULL NULL
20040415 1567.0 15-04-2004 NULL NULL NULL NULL 0.0 NULL 3.171875 NULL NULL NULL NULL NULL NULL NULL NULL
20040416 1568.0 16-04-2004 NULL NULL NULL NULL 0.0 NULL 3.1640625 NULL NULL NULL NULL NULL NULL NULL NULL
20040417 1569.0 17-04-2004 NULL NULL NULL NULL 0.0 NULL 3.15625 NULL NULL NULL NULL NULL NULL NULL NULL
20040418 1570.0 18-04-2004 NULL NULL NULL NULL 0.0 NULL 3.1484375 NULL NULL NULL NULL NULL NULL NULL NULL
20040419 1571.0 19-04-2004 NULL NULL NULL NULL 0.0 NULL 3.140625 NULL NULL NULL NULL NULL NULL NULL NULL
20040420 1572.0 20-04-2004 NULL NULL NULL NULL 0.0 NULL 3.1328125 NULL NULL NULL NULL NULL NULL NULL NULL
20040421 1573.0 21-04-2004 NULL NULL NULL NULL 0.0 NULL 3.125 NULL NULL NULL NULL NULL NULL NULL NULL
20040422 1574.0 22-04-2004 NULL NULL NULL NULL 0.0 NULL 3.1171875 NULL NULL NULL NULL NULL NULL NULL NULL
20040423 1575.0 23-04-2004 NULL NULL NULL NULL 0.0 NULL 3.109375 NULL NULL NULL NULL NULL NULL NULL NULL
20040424 1576.0 24-04-2004 NULL NULL NULL NULL 0.0 NULL 3.1015625 NULL NULL NULL NULL NULL NULL NULL NULL
20040425 1577.0 25-04-2004 NULL NULL NULL NULL 0.0 NULL 3.09375 NULL NULL NULL NULL NULL NULL NULL NULL
20040426 1578.0 26-04-2004 NULL NULL NULL NULL 0.0 NULL 3.0859375 NULL NULL NULL NULL NULL NULL NULL NULL
20040427 1579.0 27-04-2004 NULL NULL NULL NULL 0.0 NULL 3.078125 NULL NULL NULL NULL NULL NULL NULL NULL
20040428 1580.0 28-04-2004 NULL NULL NULL NULL 0.0 NULL 3.0703125 NULL NULL NULL NULL NULL NULL NULL NULL
20040429 1581.0 29-04-2004 NULL NULL NULL NULL 0.0 NULL 3.0625 NULL NULL NULL NULL NULL NULL NULL NULL
20040430 1582.0 30-04-2004 NULL NULL NULL NULL 0.0 NULL 3.0546875 NULL NULL NULL NULL NULL NULL NULL NULL
20040501 1583.0 01-05-2004 NULL NULL NULL NULL 0.2 NULL 3.046875 NULL NULL NULL NULL NULL NULL NULL NULL
20040502 1584.0 02-05-2004 NULL NULL NULL NULL 12.0 NULL 3.0390625 NULL NULL NULL NULL NULL NULL NULL NULL
20040503 1585.0 03-05-2004 NULL NULL NULL NULL 5.4 NULL 3.03125 NULL NULL NULL NULL NULL NULL NULL NULL
20040504 1586.0 04-05-2004 NULL NULL NULL NULL 0.0 NULL 3.0234375 NULL NULL NULL NULL NULL NULL NULL NULL
20040505 1587.0 05-05-2004 NULL NULL NULL NULL 0.6 NULL 3.015625 NULL NULL NULL NULL NULL NULL NULL NULL
20040506 1588.0 06-05-2004 NULL NULL NULL NULL 0.6 NULL 3.0078125 NULL NULL NULL NULL NULL NULL NULL NULL
20040507 1589.0 07-05-2004 NULL NULL NULL NULL 0.0 NULL 3.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040508 1590.0 08-05-2004 NULL NULL NULL NULL 0.0 NULL 5.2 NULL NULL NULL NULL NULL NULL NULL NULL
20040509 1591.0 09-05-2004 NULL NULL NULL NULL 2.0 NULL 4.5 NULL NULL NULL NULL NULL NULL NULL NULL
20040510 1592.0 10-05-2004 NULL NULL NULL NULL 2.6 NULL 4.6 NULL NULL NULL NULL NULL NULL NULL NULL
20040511 1593.0 11-05-2004 NULL NULL NULL NULL 0.8 NULL 2.9 NULL NULL NULL NULL NULL NULL NULL NULL
20040512 1594.0 12-05-2004 NULL NULL NULL NULL 2.2 NULL 5.133333333333333 NULL NULL NULL NULL NULL NULL NULL NULL
20040513 1595.0 13-05-2004 NULL NULL NULL NULL 7.0 NULL 7.366666666666665 NULL NULL NULL NULL NULL NULL NULL NULL
20040514 1596.0 14-05-2004 NULL NULL NULL NULL 0.0 NULL 9.6 NULL NULL NULL NULL NULL NULL NULL NULL
20040515 1597.0 15-05-2004 NULL NULL NULL NULL 0.0 NULL 7.6 NULL NULL NULL NULL NULL NULL NULL NULL
20040516 1598.0 16-05-2004 NULL NULL NULL NULL 0.0 NULL 8.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040517 1599.0 17-05-2004 NULL NULL NULL NULL 0.0 NULL 4.3 NULL NULL NULL NULL NULL NULL NULL NULL
20040518 1600.0 18-05-2004 NULL NULL NULL NULL 0.0 NULL 4.1 NULL NULL NULL NULL NULL NULL NULL NULL
20040519 1601.0 19-05-2004 NULL NULL NULL NULL 0.0 NULL 4.9 NULL NULL NULL NULL NULL NULL NULL NULL
20040520 1602.0 20-05-2004 NULL NULL NULL NULL 0.0 NULL 3.3 NULL NULL NULL NULL NULL NULL NULL NULL
20040521 1603.0 21-05-2004 NULL NULL NULL NULL 0.0 NULL 3.5 NULL NULL NULL NULL NULL NULL NULL NULL
20040522 1604.0 22-05-2004 NULL NULL NULL NULL 0.2 NULL 4.15 NULL NULL NULL NULL NULL NULL NULL NULL
20040523 1605.0 23-05-2004 NULL NULL NULL NULL 0.0 NULL 4.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040524 1606.0 24-05-2004 NULL NULL NULL NULL 0.0 NULL 5.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040525 1607.0 25-05-2004 NULL NULL NULL NULL 0.0 NULL 7.1 NULL NULL NULL NULL NULL NULL NULL NULL
20040526 1608.0 26-05-2004 NULL NULL NULL NULL 0.0 NULL 5.966666666666667 NULL NULL NULL NULL NULL NULL NULL NULL
20040527 1609.0 27-05-2004 NULL NULL NULL NULL 0.0 NULL 4.833333333333334 NULL NULL NULL NULL NULL NULL NULL NULL
20040528 1610.0 28-05-2004 NULL NULL NULL NULL 0.0 NULL 3.7 NULL NULL NULL NULL NULL NULL NULL NULL
20040529 1611.0 29-05-2004 NULL NULL NULL NULL 0.0 NULL 4.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040530 1612.0 30-05-2004 NULL NULL NULL NULL 0.0 NULL 5.333333333333333 NULL NULL NULL NULL NULL NULL NULL NULL
20040531 1613.0 31-05-2004 NULL NULL NULL NULL 0.0 NULL 6.666666666666666 NULL NULL NULL NULL NULL NULL NULL NULL
20040601 1614.0 01-06-2004 NULL NULL NULL NULL 0.0 NULL 8.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040602 1615.0 02-06-2004 NULL NULL NULL NULL 0.0 NULL 9.3 NULL NULL NULL NULL NULL NULL NULL NULL
20040603 1616.0 03-06-2004 NULL NULL NULL NULL 0.0 NULL 10.6 NULL NULL NULL NULL NULL NULL NULL NULL
20040604 1617.0 04-06-2004 NULL NULL NULL NULL 0.0 NULL 6.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040605 1618.0 05-06-2004 NULL NULL NULL NULL 0.0 NULL 6.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040606 1619.0 06-06-2004 NULL NULL NULL NULL 0.0 NULL 6.2 NULL NULL NULL NULL NULL NULL NULL NULL
20040607 1620.0 07-06-2004 NULL NULL NULL NULL 0.0 NULL 7.1 NULL NULL NULL NULL NULL NULL NULL NULL
20040608 1621.0 08-06-2004 NULL NULL NULL NULL 0.0 NULL 8.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040609 1622.0 09-06-2004 NULL NULL NULL NULL 0.0 NULL 7.3 NULL NULL NULL NULL NULL NULL NULL NULL
20040610 1623.0 10-06-2004 NULL NULL NULL NULL 0.0 NULL 6.3 NULL NULL NULL NULL NULL NULL NULL NULL
20040611 1624.0 11-06-2004 NULL NULL NULL NULL 0.0 NULL 6.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040612 1625.0 12-06-2004 NULL NULL NULL NULL 0.0 NULL 7.5 NULL NULL NULL NULL NULL NULL NULL NULL
20040613 1626.0 13-06-2004 NULL NULL NULL NULL 0.0 NULL 8.9 NULL NULL NULL NULL NULL NULL NULL NULL
20040614 1627.0 14-06-2004 NULL NULL NULL NULL 0.0 NULL 8.2 NULL NULL NULL NULL NULL NULL NULL NULL
20040615 1628.0 15-06-2004 NULL NULL NULL NULL 0.0 NULL 8.2 NULL NULL NULL NULL NULL NULL NULL NULL
20040616 1629.0 16-06-2004 NULL NULL NULL NULL 0.0 NULL 8.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040617 1630.0 17-06-2004 NULL NULL NULL NULL 0.0 NULL 11.6 NULL NULL NULL NULL NULL NULL NULL NULL
20040618 1631.0 18-06-2004 NULL NULL NULL NULL 0.0 NULL 9.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040619 1632.0 19-06-2004 NULL NULL NULL NULL 0.0 NULL 6.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040620 1633.0 20-06-2004 NULL NULL NULL NULL 0.0 NULL 6.9 NULL NULL NULL NULL NULL NULL NULL NULL
20040621 1634.0 21-06-2004 NULL NULL NULL NULL 0.0 NULL 6.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040622 1635.0 22-06-2004 NULL NULL NULL NULL 0.0 NULL 7.1 NULL NULL NULL NULL NULL NULL NULL NULL
20040623 1636.0 23-06-2004 NULL NULL NULL NULL 0.0 NULL 7.7 NULL NULL NULL NULL NULL NULL NULL NULL
20040624 1637.0 24-06-2004 NULL NULL NULL NULL 0.0 NULL 8.1 NULL NULL NULL NULL NULL NULL NULL NULL
20040625 1638.0 25-06-2004 NULL NULL NULL NULL 0.0 NULL 8.6 NULL NULL NULL NULL NULL NULL NULL NULL
20040626 1639.0 26-06-2004 NULL NULL NULL NULL 0.0 NULL 8.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040627 1640.0 27-06-2004 NULL NULL NULL NULL 0.0 NULL 7.3999999999999995 NULL NULL NULL NULL NULL NULL NULL NULL
20040628 1641.0 28-06-2004 NULL NULL NULL NULL 0.0 NULL 6.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040629 1642.0 29-06-2004 NULL NULL NULL NULL 0.0 NULL 6.199999999999999 NULL NULL NULL NULL NULL NULL NULL NULL
20040630 1643.0 30-06-2004 NULL NULL NULL NULL 0.0 NULL 5.6 NULL NULL NULL NULL NULL NULL NULL NULL
20040701 1644.0 01-07-2004 NULL NULL NULL NULL 0.0 NULL 5.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040702 1645.0 02-07-2004 NULL NULL NULL NULL 0.0 NULL 4.3999999999999995 NULL NULL NULL NULL NULL NULL NULL NULL
20040703 1646.0 03-07-2004 NULL NULL NULL NULL 0.0 NULL 3.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040704 1647.0 04-07-2004 NULL NULL NULL NULL 0.0 NULL 10.7 NULL NULL NULL NULL NULL NULL NULL NULL
20040705 1648.0 05-07-2004 NULL NULL NULL NULL 0.0 NULL 10.633333333333333 NULL NULL NULL NULL NULL NULL NULL NULL
20040706 1649.0 06-07-2004 NULL NULL NULL NULL 0.0 NULL 10.566666666666666 NULL NULL NULL NULL NULL NULL NULL NULL
20040707 1650.0 07-07-2004 NULL NULL NULL NULL 0.0 NULL 10.5 NULL NULL NULL NULL NULL NULL NULL NULL
20040708 1651.0 08-07-2004 NULL NULL NULL NULL 0.0 NULL 9.7 NULL NULL NULL NULL NULL NULL NULL NULL
20040709 1652.0 09-07-2004 NULL NULL NULL NULL 0.0 NULL 6.85 NULL NULL NULL NULL NULL NULL NULL NULL
20040710 1653.0 10-07-2004 NULL NULL NULL NULL 0.0 NULL 4.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040711 1654.0 11-07-2004 NULL NULL NULL NULL 0.0 NULL 3.5 NULL NULL NULL NULL NULL NULL NULL NULL
20040712 1655.0 12-07-2004 NULL NULL NULL NULL 0.0 NULL 3.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040713 1656.0 13-07-2004 NULL NULL NULL NULL 0.0 NULL 3.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040714 1657.0 14-07-2004 NULL NULL NULL NULL 0.0 NULL 3.6 NULL NULL NULL NULL NULL NULL NULL NULL
20040715 1658.0 15-07-2004 NULL NULL NULL NULL 0.0 NULL 3.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040716 1659.0 16-07-2004 NULL NULL NULL NULL 0.0 NULL 3.2 NULL NULL NULL NULL NULL NULL NULL NULL
20040717 1660.0 17-07-2004 NULL NULL NULL NULL 0.0 NULL 3.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040718 1661.0 18-07-2004 NULL NULL NULL NULL 0.0 NULL 3.9 NULL NULL NULL NULL NULL NULL NULL NULL
20040719 1662.0 19-07-2004 NULL NULL NULL NULL 0.0 NULL 5.3 NULL NULL NULL NULL NULL NULL NULL NULL
20040720 1663.0 20-07-2004 NULL NULL NULL NULL 0.0 NULL 6.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040721 1664.0 21-07-2004 NULL NULL NULL NULL 0.0 NULL 6.7 NULL NULL NULL NULL NULL NULL NULL NULL
20040722 1665.0 22-07-2004 NULL NULL NULL NULL 0.0 NULL 7.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040723 1666.0 23-07-2004 NULL NULL NULL NULL 0.0 NULL 5.35 NULL NULL NULL NULL NULL NULL NULL NULL
20040724 1667.0 24-07-2004 NULL NULL NULL NULL 0.0 NULL 3.3 NULL NULL NULL NULL NULL NULL NULL NULL
20040725 1668.0 25-07-2004 NULL NULL NULL NULL 0.0 NULL 4.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040726 1669.0 26-07-2004 NULL NULL NULL NULL 0.0 NULL 4.550000000000001 NULL NULL NULL NULL NULL NULL NULL NULL
20040727 1670.0 27-07-2004 NULL NULL NULL NULL 0.0 NULL 4.7 NULL NULL NULL NULL NULL NULL NULL NULL
20040728 1671.0 28-07-2004 NULL NULL NULL NULL 0.0 NULL 3.1 NULL NULL NULL NULL NULL NULL NULL NULL
20040729 1672.0 29-07-2004 NULL NULL NULL NULL 0.0 NULL 4.1 NULL NULL NULL NULL NULL NULL NULL NULL
20040730 1673.0 30-07-2004 NULL NULL NULL NULL 0.0 NULL 3.8499999999999996 NULL NULL NULL NULL NULL NULL NULL NULL
20040731 1674.0 31-07-2004 NULL NULL NULL NULL 0.0 NULL 3.5999999999999996 NULL NULL NULL NULL NULL NULL NULL NULL
20040801 1675.0 01-08-2004 NULL NULL NULL NULL 0.0 NULL 3.35 NULL NULL NULL NULL NULL NULL NULL NULL
20040802 1676.0 02-08-2004 NULL NULL NULL NULL 0.0 NULL 3.1 NULL NULL NULL NULL NULL NULL NULL NULL
20040803 1677.0 03-08-2004 NULL NULL NULL NULL 0.0 NULL 3.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040804 1678.0 04-08-2004 NULL NULL NULL NULL 0.0 NULL 4.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040805 1679.0 05-08-2004 NULL NULL NULL NULL 0.0 NULL 7.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040806 1680.0 06-08-2004 NULL NULL NULL NULL 0.0 NULL 4.7 NULL NULL NULL NULL NULL NULL NULL NULL
20040807 1681.0 07-08-2004 NULL NULL NULL NULL 0.0 NULL 3.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040808 1682.0 08-08-2004 NULL NULL NULL NULL 1.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20040809 1683.0 09-08-2004 NULL NULL NULL NULL 3.6 NULL 4.1 NULL NULL NULL NULL NULL NULL NULL NULL
20040810 1684.0 10-08-2004 NULL NULL NULL NULL 0.2 NULL 3.2 NULL NULL NULL NULL NULL NULL NULL NULL
20040811 1685.0 11-08-2004 NULL NULL NULL NULL 0.0 NULL 3.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040812 1686.0 12-08-2004 NULL NULL NULL NULL 0.0 NULL 3.3 NULL NULL NULL NULL NULL NULL NULL NULL
20040813 1687.0 13-08-2004 NULL NULL NULL NULL 0.0 NULL 4.3 NULL NULL NULL NULL NULL NULL NULL NULL
20040814 1688.0 14-08-2004 NULL NULL NULL NULL 0.0 NULL 5.5 NULL NULL NULL NULL NULL NULL NULL NULL
20040815 1689.0 15-08-2004 NULL NULL NULL NULL 0.0 NULL 9.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040816 1690.0 16-08-2004 NULL NULL NULL NULL 0.0 NULL 4.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040817 1691.0 17-08-2004 NULL NULL NULL NULL 0.0 NULL 2.6 NULL NULL NULL NULL NULL NULL NULL NULL
20040818 1692.0 18-08-2004 NULL NULL NULL NULL 0.0 NULL 3.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040819 1693.0 19-08-2004 NULL NULL NULL NULL 0.0 NULL 2.3 NULL NULL NULL NULL NULL NULL NULL NULL
20040820 1694.0 20-08-2004 NULL NULL NULL NULL 0.0 NULL 4.6 NULL NULL NULL NULL NULL NULL NULL NULL
20040821 1695.0 21-08-2004 NULL NULL NULL NULL 0.0 NULL 8.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040822 1696.0 22-08-2004 NULL NULL NULL NULL 0.0 NULL 7.65 NULL NULL NULL NULL NULL NULL NULL NULL
20040823 1697.0 23-08-2004 NULL NULL NULL NULL 0.0 NULL 6.9 NULL NULL NULL NULL NULL NULL NULL NULL
20040824 1698.0 24-08-2004 NULL NULL NULL NULL 0.0 NULL 5.2 NULL NULL NULL NULL NULL NULL NULL NULL
20040825 1699.0 25-08-2004 NULL NULL NULL NULL 0.0 NULL 3.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040826 1700.0 26-08-2004 NULL NULL NULL NULL 0.0 NULL 4.2 NULL NULL NULL NULL NULL NULL NULL NULL
20040827 1701.0 27-08-2004 NULL NULL NULL NULL 0.0 NULL 6.7 NULL NULL NULL NULL NULL NULL NULL NULL
20040828 1702.0 28-08-2004 NULL NULL NULL NULL 0.0 NULL 7.550000000000001 NULL NULL NULL NULL NULL NULL NULL NULL
20040829 1703.0 29-08-2004 NULL NULL NULL NULL 0.0 NULL 8.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040830 1704.0 30-08-2004 NULL NULL NULL NULL 0.0 NULL 9.9 NULL NULL NULL NULL NULL NULL NULL NULL
20040831 1705.0 31-08-2004 NULL NULL NULL NULL 0.0 NULL 3.3 NULL NULL NULL NULL NULL NULL NULL NULL
20040901 1706.0 01-09-2004 NULL NULL NULL NULL 0.0 NULL 2.9 NULL NULL NULL NULL NULL NULL NULL NULL
20040902 1707.0 02-09-2004 NULL NULL NULL NULL 1.0 NULL 3.1 NULL NULL NULL NULL NULL NULL NULL NULL
20040903 1708.0 03-09-2004 NULL NULL NULL NULL 0.0 NULL 2.2 NULL NULL NULL NULL NULL NULL NULL NULL
20040904 1709.0 04-09-2004 NULL NULL NULL NULL 0.0 NULL 3.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040905 1710.0 05-09-2004 NULL NULL NULL NULL 0.0 NULL 3.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040906 1711.0 06-09-2004 NULL NULL NULL NULL 0.0 NULL 3.2 NULL NULL NULL NULL NULL NULL NULL NULL
20040907 1712.0 07-09-2004 NULL NULL NULL NULL 0.0 NULL 4.5 NULL NULL NULL NULL NULL NULL NULL NULL
20040908 1713.0 08-09-2004 NULL NULL NULL NULL 0.2 NULL 4.9 NULL NULL NULL NULL NULL NULL NULL NULL
20040909 1714.0 09-09-2004 NULL NULL NULL NULL 0.0 NULL 8.5 NULL NULL NULL NULL NULL NULL NULL NULL
20040910 1715.0 10-09-2004 NULL NULL NULL NULL 0.0 NULL 6.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040911 1716.0 11-09-2004 NULL NULL NULL NULL 0.0 NULL 7.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040912 1717.0 12-09-2004 NULL NULL NULL NULL 0.0 NULL 6.1 NULL NULL NULL NULL NULL NULL NULL NULL
20040913 1718.0 13-09-2004 NULL NULL NULL NULL 0.0 NULL 6.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040914 1719.0 14-09-2004 NULL NULL NULL NULL 0.0 NULL 8.9 NULL NULL NULL NULL NULL NULL NULL NULL
20040915 1720.0 15-09-2004 NULL NULL NULL NULL 0.0 NULL 7.2 NULL NULL NULL NULL NULL NULL NULL NULL
20040916 1721.0 16-09-2004 NULL NULL NULL NULL 0.0 NULL 5.5 NULL NULL NULL NULL NULL NULL NULL NULL
20040917 1722.0 17-09-2004 NULL NULL NULL NULL 0.0 NULL 3.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040918 1723.0 18-09-2004 NULL NULL NULL NULL 0.0 NULL 3.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040919 1724.0 19-09-2004 NULL NULL NULL NULL 0.0 NULL 3.7 NULL NULL NULL NULL NULL NULL NULL NULL
20040920 1725.0 20-09-2004 NULL NULL NULL NULL 0.0 NULL 4.0 NULL NULL NULL NULL NULL NULL NULL NULL
20040921 1726.0 21-09-2004 NULL NULL NULL NULL 0.0 NULL 4.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040922 1727.0 22-09-2004 NULL NULL NULL NULL 0.0 NULL 5.5 NULL NULL NULL NULL NULL NULL NULL NULL
20040923 1728.0 23-09-2004 NULL NULL NULL NULL 0.0 NULL 3.9 NULL NULL NULL NULL NULL NULL NULL NULL
20040924 1729.0 24-09-2004 NULL NULL NULL NULL 0.0 NULL 7.5 NULL NULL NULL NULL NULL NULL NULL NULL
20040925 1730.0 25-09-2004 NULL NULL NULL NULL 0.0 NULL 5.8 NULL NULL NULL NULL NULL NULL NULL NULL
20040926 1731.0 26-09-2004 NULL NULL NULL NULL 0.0 NULL 4.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040927 1732.0 27-09-2004 NULL NULL NULL NULL 0.2 NULL 3.9 NULL NULL NULL NULL NULL NULL NULL NULL
20040928 1733.0 28-09-2004 NULL NULL NULL NULL 0.0 NULL 3.1 NULL NULL NULL NULL NULL NULL NULL NULL
20040929 1734.0 29-09-2004 NULL NULL NULL NULL 0.0 NULL 3.4 NULL NULL NULL NULL NULL NULL NULL NULL
20040930 1735.0 30-09-2004 NULL NULL NULL NULL 0.0 NULL 3.9 NULL NULL NULL NULL NULL NULL NULL NULL
20041001 1736.0 01-10-2004 NULL NULL NULL NULL 0.0 NULL 4.2 NULL NULL NULL NULL NULL NULL NULL NULL
20041002 1737.0 02-10-2004 NULL NULL NULL NULL 0.0 NULL 4.5 NULL NULL NULL NULL NULL NULL NULL NULL
20041003 1738.0 03-10-2004 NULL NULL NULL NULL 0.0 NULL 4.9 NULL NULL NULL NULL NULL NULL NULL NULL
20041004 1739.0 04-10-2004 NULL NULL NULL NULL 0.0 NULL 4.0 NULL NULL NULL NULL NULL NULL NULL NULL
20041005 1740.0 05-10-2004 NULL NULL NULL NULL 0.0 NULL 4.7 NULL NULL NULL NULL NULL NULL NULL NULL
20041006 1741.0 06-10-2004 NULL NULL NULL NULL 0.0 NULL 4.4 NULL NULL NULL NULL NULL NULL NULL NULL
20041007 1742.0 07-10-2004 NULL NULL NULL NULL 0.0 NULL 4.1 NULL NULL NULL NULL NULL NULL NULL NULL
20041008 1743.0 08-10-2004 NULL NULL NULL NULL 5.6 NULL 6.9 NULL NULL NULL NULL NULL NULL NULL NULL
20041009 1744.0 09-10-2004 NULL NULL NULL NULL 3.6 NULL 5.6 NULL NULL NULL NULL NULL NULL NULL NULL
20041010 1745.0 10-10-2004 NULL NULL NULL NULL 0.2 NULL 4.3 NULL NULL NULL NULL NULL NULL NULL NULL
20041011 1746.0 11-10-2004 NULL NULL NULL NULL 0.0 NULL 4.4 NULL NULL NULL NULL NULL NULL NULL NULL
20041012 1747.0 12-10-2004 NULL NULL NULL NULL 0.0 NULL 4.2 NULL NULL NULL NULL NULL NULL NULL NULL
20041013 1748.0 13-10-2004 NULL NULL NULL NULL 0.0 NULL 4.1 NULL NULL NULL NULL NULL NULL NULL NULL
20041014 1749.0 14-10-2004 NULL NULL NULL NULL 0.0 NULL 5.2 NULL NULL NULL NULL NULL NULL NULL NULL
20041015 1750.0 15-10-2004 NULL NULL NULL NULL 0.0 NULL 4.0 NULL NULL NULL NULL NULL NULL NULL NULL
20041016 1751.0 16-10-2004 NULL NULL NULL NULL 0.0 NULL 4.8 NULL NULL NULL NULL NULL NULL NULL NULL
20041017 1752.0 17-10-2004 NULL NULL NULL NULL 0.0 NULL 3.1 NULL NULL NULL NULL NULL NULL NULL NULL
20041018 1753.0 18-10-2004 NULL NULL NULL NULL 7.6 NULL 2.4 NULL NULL NULL NULL NULL NULL NULL NULL
20041019 1754.0 19-10-2004 NULL NULL NULL NULL 0.4 NULL 4.3 NULL NULL NULL NULL NULL NULL NULL NULL
